fbdb_id,player,overall_round,round_pick,position_round,position_pick,team,comp_pick,eli_yr,college,nfl_draft,birthdate,height,weight
juwan-washington-washiju01,Juwan Washington,28,8,RB,16,TB,0,2020,San Diego State,NA,11/19/1996,66,190
tyson-graham-grahaty01,Tyson Graham,29,1,OLB,1,PIT,0,2017,South Dakota,NA,12/20/1993,76,250
demarquis-gates-gatesde01,DeMarquis Gates,29,2,OLB,2,BIR,0,2018,Mississippi,NA,3/7/1996,74,230
azeem-victor-victoaz01,Azeem Victor,29,3,OLB,3,HOU,0,2018,Washington,"2018 Rnd 6 (216), Oak",9/19/1995,75,231
NA,Diondre Wallace,29,4,OLB,4,NO,0,2019,Towson State,NA,NA,72,233
terry-myrick-myric0003,Terry Myrick,29,5,OLB,5,MI,0,2022,Eastern Michigan,NA,NA,71,225
djuan-hines-hinesdj01,D'Juan Hines,29,6,OLB,6,NJ,0,2018,Houston,NA,9/13/1994,73,235
jordan-moore-moorejo04,Jordan Moore,29,7,OLB,7,PHI,0,2017,Texas-San Antonio,NA,12/13/1993,75,225
emmanuel-beal-bealem01,Emmanuel Beal,29,8,OLB,8,TB,0,2018,Oklahoma,NA,6/26/1995,72,223
greg-reaves-reavegr01,Greg Reaves,30,1,OLB,9,TB,0,2020,South Florida,NA,8/20/1996,74,241
tevon-coney-coneyte01,Te'von Coney,30,2,OLB,10,PHI,0,2019,Notre Dame,NA,6/10/1997,73,230
tim-walton-walto0029,Tim Walton Jr.,30,3,OLB,11,NJ,0,2022,Texas Southern,NA,NA,74,230
frank-ginda-gindafr01,Frank Ginda,30,4,OLB,12,MI,0,2018,San Jose State,NA,5/26/1997,72,236
vontae-diggs-diggsvo01,Vontae Diggs,30,5,OLB,13,NO,0,2018,Connecticut,NA,11/7/1995,74,229
donald-payne-paynedo01,Donald Payne,30,6,OLB,14,HOU,0,2017,Stetson,NA,7/12/1994,71,217
terrill-hanks-hankste01,Terrill Hanks,30,7,OLB,15,BIR,0,2019,New Mexico State,NA,12/7/1995,75,220
malcolm-howard-howarma02,Malcolm Howard,30,8,OLB,16,PIT,0,2016,Central Oklahoma,NA,2/18/1993,75,225
kyahva-tezino-tezinky01,Kyahva Tezino,31,1,OLB,17,PIT,0,2020,San Diego State,NA,6/21/1997,72,235
NA,Brody Buck,31,2,OLB,18,BIR,0,2022,NW Missouri State,NA,NA,73,223
drew-lewis-lewisdr01,Drew Lewis,31,3,OLB,19,HOU,0,2019,Colorado,NA,9/7/1995,72,229
tre-threat-threa0007,Tre' Threat,31,5,OLB,20,MI,0,2021,Jacksonville State,NA,NA,NA,NA
angelo-garbutt-garbuan01,Angelo Garbutt,31,6,OLB,21,NJ,0,2020,Missouri State,NA,2/24/1997,74,232
solomon-wise-wise0020,Solomon Wise,31,7,OLB,22,PHI,0,2022,Alcorn State,NA,NA,NA,NA
blair-brown-brownbl01,Blair Brown,31,9,OLB,23,PIT,1,2017,Ohio,"2017 Rnd 5 (148), Jax",5/27/1994,71,238
matt-mengel-mengema01,Matt Mengel,32,1,K,1,PHI,0,2016,UCLA,NA,NA,74,220
nick-rose-roseni01,Nick Rose,32,2,K,2,NJ,0,2016,Texas,NA,5/5/1994,71,178
brandon-wright-wrighbr03,Brandon Wright,32,4,K,3,TB,0,2020,Georgia State,NA,2/18/1997,70,175
austin-macginnis-macgiau01,Austin MacGinnis,32,6,K,4,NO,0,2018,Kentucky,NA,5/4/1995,70,185
nick-vogel-vogelni01,Nick Vogel,32,7,K,5,HOU,0,2020,Alabama-Birmingham,NA,12/23/1995,69,190
NA,Brandon Aubrey,32,8,K,6,BIR,0,2017,Notre Dame,NA,3/14/1995,75,200
colby-wadman-watmaco02,Colby Wadman,33,1,P,1,BIR,0,2017,California-Davis,NA,4/19/1995,73,185
drew-galitz-galitdr01,Drew Galitz,33,2,P,2,HOU,0,2019,Baylor,NA,NA,72,195
michael-carrizosa-carrimi01,Michael Carrizosa,33,6,P,3,MI,0,2018,San Jose State,NA,6/6/1991,69,225
brandon-barnes-barnebr04,Brandon Barnes,34,1,TE,1,HOU,0,2017,Alabama State,NA,5/31/1994,76,255
sal-cannella-cannesa01,Sal Cannella,34,2,TE,2,NO,0,2020,Auburn,NA,NA,77,230
matt-seybert-seybema01,Matt Seybert,34,3,TE,3,PIT,0,2020,Michigan State,NA,5/2/1997,76,250
cary-angeline-angelca01,Cary Angeline,34,4,TE,4,BIR,0,2021,North Carolina State,NA,9/8/1997,79,250
bug-howard-howarbu01,Bug Howard,34,5,TE,5,PHI,0,2017,North Carolina,NA,11/28/1994,77,240
cj-ogrady-ogradcj01,C.J. O'Grady,34,6,TE,6,TB,0,2020,Arkansas,NA,9/20/1996,76,245
joey-magnifico-magni0001,Joey Magnifico,34,7,TE,7,MI,0,2020,Memphis,NA,NA,76,245
braedon-bowman-bowmabr02,Braedon Bowman,34,8,TE,8,NJ,0,2016,South Alabama,NA,1/30/1994,76,235
julian-allen-allenju01,Julian Allen,34,9,TE,9,HOU,1,2018,Southern Mississippi,NA,5/31/1994,75,248
dequan-hampton-hamptde01,De'Quan Hampton,34,10,TE,10,TB,1,2017,Southern California,NA,4/18/1994,75,223
lamichael-pettway-pettw0006,La'Michael Pettway,34,11,TE,11,MI,1,2020,Iowa State,NA,NA,74,219
nick-truesdell-truesni01,Nick Truesdell,34,12,TE,12,NJ,1,2013,Grand Rapids CC (MI),NA,3/14/1990,78,252
scott-flanick-flani0002,Scott Flanick,35,1,LS,1,NJ,0,2020,Army,NA,NA,73,235
ryan-disalvo-disalry01,Ryan DiSalvo,35,3,LS,2,TB,0,2016,San Jose State,NA,1/20/1994,76,245
ryan-navarro-navarry01,Ryan Navarro,35,4,LS,3,PHI,0,2017,Oregon State,NA,7/5/1994,74,223
mitchell-fraboni-frabomi01,MItchell Fraboni,35,6,LS,4,PIT,0,2018,Arizona State,NA,NA,74,223
